Init time,0.033351
Iteration,1,0.032069,0.065424
Iteration,2,0.041010,0.106435
Iteration,3,0.011079,0.117515
Iteration,4,0.053047,0.170563
Iteration,5,0.012903,0.183467
Iteration,6,0.067962,0.251430
Iteration,7,0.047536,0.298967
Iteration,8,0.018658,0.317626
Iteration,9,0.038058,0.355686
Iteration,10,0.018296,0.373984
Iteration,11,0.011031,0.385016
Iteration,12,0.025127,0.410145
Iteration,13,0.010483,0.420629
Iteration,14,0.025731,0.446361
Iteration,15,0.023298,0.469660
Iteration,16,0.011243,0.480905
Iteration,17,0.026671,0.507577
Iteration,18,0.085679,0.593258
Iteration,19,0.079324,0.672583
Iteration,20,0.010950,0.683534
Iteration,21,0.017815,0.701351
Iteration,22,0.017002,0.718355
Iteration,23,0.011914,0.730270
Iteration,24,0.019905,0.750176
Iteration,25,0.030493,0.780670
Iteration,26,0.009835,0.790506
Iteration,27,0.015179,0.805686
Iteration,28,0.010797,0.816484
Iteration,29,0.060333,0.876818
Iteration,30,0.028832,0.905651
Iteration,31,0.015074,0.920726
Iteration,32,0.010962,0.931689
Iteration,33,0.014762,0.946453
Iteration,34,0.010656,0.957111
Iteration,35,0.015239,0.972351
Iteration,36,0.009885,0.982238
Iteration,37,0.012124,0.994363
Iteration,38,0.014432,1.008796
Iteration,39,0.011252,1.020050
Iteration,40,0.057197,1.077248
Iteration,41,0.009278,1.086528
Iteration,42,0.013845,1.100375
Iteration,43,0.025266,1.125642
Iteration,44,0.013105,1.138748
Iteration,45,0.014128,1.152878
Iteration,46,0.009626,1.162505
Iteration,47,0.011053,1.173559
Iteration,48,0.018939,1.192500
Iteration,49,0.014629,1.207130
Iteration,50,0.011017,1.218148
Iteration,51,0.011595,1.229745
Iteration,52,0.026024,1.255770
Iteration,53,0.014174,1.269945
Iteration,54,0.010384,1.280330
Iteration,55,0.016060,1.296392
Iteration,56,0.011815,1.308208
Iteration,57,0.010074,1.318283
Iteration,58,0.012660,1.330945
Iteration,59,0.010539,1.341485
Iteration,60,0.013115,1.354601
Iteration,61,0.013961,1.368563
Iteration,62,0.013102,1.381667
Iteration,63,0.015289,1.396957
Iteration,64,0.011933,1.408891
Iteration,65,0.013491,1.422383
Iteration,66,0.011104,1.433489
Iteration,67,0.010995,1.444485
Iteration,68,0.016532,1.461019
Iteration,69,0.012371,1.473391
Iteration,70,0.014429,1.487821
Iteration,71,0.010826,1.498649
Iteration,72,0.023792,1.522442
Iteration,73,0.010515,1.532958
Iteration,74,0.012549,1.545509
Iteration,75,0.010916,1.556426
Iteration,76,0.011913,1.568341
Iteration,77,0.012622,1.580964
Iteration,78,0.012162,1.593127
Iteration,79,0.014933,1.608062
Iteration,80,0.010927,1.618990
Iteration,81,0.010809,1.629800
Iteration,82,0.016716,1.646517
Iteration,83,0.013886,1.660404
Iteration,84,0.012301,1.672706
Iteration,85,0.011298,1.684005
Iteration,86,0.010495,1.694501
Iteration,87,0.016709,1.711211
Iteration,88,0.011168,1.722380
Iteration,89,0.016490,1.738871
Iteration,90,0.009581,1.748453
Iteration,91,0.014628,1.763083
Iteration,92,0.010496,1.773580
Iteration,93,0.010936,1.784517
Iteration,94,0.013914,1.798432
Iteration,95,0.009608,1.808041
Iteration,96,0.012093,1.820135
Iteration,97,0.013761,1.833897
Iteration,98,0.013317,1.847216
Iteration,99,0.015189,1.862407
Iteration,100,0.011262,1.873670
Iteration,101,0.046386,1.920057
Iteration,102,0.086235,2.006294
Iteration,103,0.090963,2.097259
Iteration,104,0.088005,2.185265
Iteration,105,0.039049,2.224315
Iteration,106,0.010571,2.234887
Iteration,107,0.013771,2.248660
Iteration,108,0.011299,2.259960
Iteration,109,0.010097,2.270058
Iteration,110,0.012097,2.282156
Iteration,111,0.011354,2.293511
Iteration,112,0.015636,2.309148
Iteration,113,0.011994,2.321143
Iteration,114,0.013150,2.334294
Iteration,115,0.012868,2.347163
Iteration,116,0.010979,2.358144
Iteration,117,0.013790,2.371935
Iteration,118,0.011193,2.383129
Iteration,119,0.009615,2.392745
Iteration,120,0.014004,2.406750
Iteration,121,0.010811,2.417562
Iteration,122,0.011270,2.428833
Iteration,123,0.014306,2.443141
Iteration,124,0.010785,2.453927
Iteration,125,0.014316,2.468244
Iteration,126,0.009867,2.478113
Iteration,127,0.010740,2.488855
Iteration,128,0.015852,2.504709
Iteration,129,0.009245,2.513955
Iteration,130,0.015076,2.529032
Iteration,131,0.010317,2.539350
Iteration,132,0.010530,2.549897
Iteration,133,0.012723,2.562621
Iteration,134,0.012695,2.575318
Iteration,135,0.014196,2.589515
Iteration,136,0.011045,2.600561
Iteration,137,0.010685,2.611248
Iteration,138,0.014435,2.625685
Iteration,139,0.009783,2.635469
Iteration,140,0.010543,2.646013
Iteration,141,0.041879,2.687893
Iteration,142,0.009936,2.697831
Iteration,143,0.015015,2.712847
Iteration,144,0.011878,2.724726
Iteration,145,0.011712,2.736439
Iteration,146,0.012806,2.749246
Iteration,147,0.010144,2.759391
Iteration,148,0.011759,2.771151
Iteration,149,0.014444,2.785596
